Method,Method UUID,Indicator,Indicator UUID,Indicator unit,Flowable,Flow UUID,Context,Unit,CAS No,Characterization factor
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"fossil|non-renewable energy resources, fossil",73327820ef1f48498e52822a663c92a5,MJ-Eq,"Oil, crude, in ground",88d06db9-59a1-4719-9174-afeb1fa4026a,natural resource|in ground,kg,,46.5
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"fossil|non-renewable energy resources, fossil",73327820ef1f48498e52822a663c92a5,MJ-Eq,"Peat, in ground",c5035ce2-5ee5-431f-a287-4b25da42be74,natural resource|biotic,kg,,10.3
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Anhydrite, in ground",6df9ea09-115a-4678-9f30-d92c877a46ec,natural resource|in ground,kg,0014798-04-0,0.06
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Barite, 15% in crude ore, in ground",c13beafb-2aed-4a52-b09a-78d28913b6ce,natural resource|in ground,kg,0007727-43-7,4.2
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Basalt, in ground",ac3a8914-35f0-4c34-a956-f26b3a053e4a,natural resource|in ground,kg,0012765-06-9,0.28
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Calcite, in ground",99ee393d-4bd1-4cc8-b0a0-d956865fb7bf,natural resource|in ground,kg,0013397-26-7,0.01
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Chrysotile, in ground",c5f5aeb8-7558-4a0c-9594-27621b9cfbc5,natural resource|in ground,kg,,0.14
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Cinnabar, in ground",15545dca-018d-4f7f-aa1f-796b707180af,natural resource|in ground,kg,0001344-48-5,2.9
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Clay, bentonite, in ground",93806a54-46f5-409c-99c5-4144a1e73b5d,natural resource|in ground,kg,0001302-78-9,0.059
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Clay, unspecified, in ground",f7519ca9-5ffc-41c3-a33e-806da82cfc0e,natural resource|in ground,kg,,0.57
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Diatomite, in ground",9877ce00-65f8-4c0c-9fcf-92aa53a2c9c0,natural resource|in ground,kg,0007631-86-9,0.15
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Dolomite, in ground",c7aee986-b7d8-4ad9-ad45-1ac0d68e6b78,natural resource|in ground,kg,0016389-88-1,0.082
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Feldspar, in ground",26296ec9-ff93-41e6-bbbf-6175af04284d,natural resource|in ground,kg,0068476-25-5,0.14
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Fluorine, 4.5% in apatite, 1% in crude ore, in ground",e5fadc0b-1d79-4604-ac32-fd3321f27933,natural resource|in ground,kg,0007782-41-4,63.0
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Fluorine, 4.5% in apatite, 3% in crude ore, in ground",355785ee-56e0-455b-aaa6-bee43c82b49c,natural resource|in ground,kg,0007782-41-4,21.0
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Fluorspar, 92%, in ground",de2d220b-9fe8-4c39-bef7-a76c00d6ff33,natural resource|in ground,kg,0014542-23-5,0.15
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Granite, in ground",a4375a18-172c-4f82-90b7-bca972f75548,natural resource|in ground,kg,0219714-96-2,0.068
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Gravel, in ground",238f8ea9-98df-41dc-ab93-ea5b549a0b96,natural resource|in ground,kg,,0.068
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Gypsum, in ground",11a2a7b1-ab2f-47b8-9e29-6f33d5207fa6,natural resource|in ground,kg,0013397-24-5,0.045
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Kaolinite, 24% in crude ore, in ground",ee540366-b970-46af-94d8-4c253ded5577,natural resource|in ground,kg,0001318-74-7,2.63
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Kieserite, 25% in crude ore, in ground",38eff837-5465-47a9-a1c9-e1edd70922ef,natural resource|in ground,kg,0014567-64-7,2.52
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Magnesite, 60% in crude ore, in ground",d2bf022d-9cbf-4f19-a8ec-7f507746942b,natural resource|in ground,kg,0000546-93-0,1.05
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Metamorphous rock, graphite containing, in ground",5666353e-2db2-41d3-8414-404709151422,natural resource|in ground,kg,,1.09
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Olivine, in ground",d7cadc9a-f42c-4711-a8e2-0b626c0a4c7a,natural resource|in ground,kg,,0.78
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Perlite, in ground",09a68c14-01f6-4dee-ba29-8b7f400b72b5,natural resource|in ground,kg,0130885-09-5,0.6
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Phosphorus, 18% in apatite, 12% in crude ore, in ground",a64e65fe-3c33-44f1-bd2d-ab7fac07653f,natural resource|in ground,kg,0007723-14-0,5.25
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Phosphorus, 18% in apatite, 4% in crude ore, in ground",9a7380d1-6e23-48ad-b35a-14bd1ecb3133,natural resource|in ground,kg,0007723-14-0,15.75
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Pumice, in ground",4402f445-984c-4728-be22-6f9aea1146b9,natural resource|in ground,kg,,0.6
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Pyrite, in ground",c73e75dc-c02d-4192-ab43-faf29c119fae,natural resource|in ground,kg,0001309-36-0,11.91
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Pyrolusite, in ground",aaceb467-2e6a-464e-9a0f-2545e31850ba,natural resource|in ground,kg,0014854-26-3,0.31
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Sand, unspecified, in ground",423ef039-6057-4f63-94bd-e9410d024bd0,natural resource|in ground,kg,,0.068
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Shale, in ground",9e9b6792-40e6-4d62-a3e0-ebebc0c65166,natural resource|in ground,kg,,0.57
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Sodium chloride, in ground",0b9159dd-305d-4add-802f-f7b780ed0289,natural resource|in ground,kg,0007647-14-5,0.25
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Sodium sulphate, various forms, in ground",5bbcdc6d-b1a7-4b63-b625-76060c767de7,natural resource|in ground,kg,0007757-82-6,0.15
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Spodumene, in ground",5324b57a-96f1-4dc3-9dc5-544881960f4f,natural resource|in ground,kg,0001302-37-0,0.35
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Sulfur, in ground",852281f6-db73-4250-84d3-86b569fce0c1,natural resource|in ground,kg,0007704-34-9,19.01
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Sylvite, 25 % in sylvinite, in ground",d80610f2-df83-4e2a-9dc3-f74fced6577f,natural resource|in ground,kg,0007447-40-7,0.99
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Talc, in ground",bc97531c-12d8-4113-bcb2-663a47d12d0f,natural resource|in ground,kg,0014807-96-6,0.039
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Vermiculite, in ground",bea19217-6a28-4711-8142-2e71090c0b46,natural resource|in ground,kg,,0.039
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Barium, in ground",240177d8-6f3b-43f5-8d1e-0c18114dfa02,natural resource|in ground,kg,0007440-39-3,4.2
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Fluorine, in ground",3048af84-1d72-5e3f-a739-b2d7fa7d4773,natural resource|in ground,kg,0007782-41-4,21.0
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Fluorspar, in ground",0fa4f51e-b0dc-5d11-84d3-b32f0f3c88d5,natural resource|in ground,kg,0007789-75-5,0.15
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Kaolinite, in ground",81ff5c0b-c44f-534e-a55e-8fc017e33dd2,natural resource|in ground,kg,0001318-74-7,2.63
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Kieserite, in ground",f3380341-7f76-5423-9704-c25ccf777a39,natural resource|in ground,kg,0014567-64-7,2.52
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Magnesite, in ground",a4bab069-74a9-5b4c-8d6e-5ca984cd9ecd,natural resource|in ground,kg,0000546-93-0,1.05
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Mercury, in ground",54b9cbd0-65df-4fd3-8a19-dd3b8eccc619,natural resource|in ground,kg,0007439-97-6,2.9
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Phosphorus, in ground",483ae3c5-4eb0-46e4-b811-a72ad391716b,natural resource|in ground,kg,0007723-14-0,15.75
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"minerals|non-renewable material resources, minerals",1d561532b26348fe8e7f896169e263f4,MJ-Eq,"Sylvite, in ground",b1e13de6-e0a4-56b6-b096-7ab1171d60e3,natural resource|in ground,kg,0007447-40-7,0.99
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"wind|renewable energy resources, kinetic (in wind), converted",cdb93a4388d24acd8b7c86743ff9d83d,MJ-Eq,"Energy, kinetic (in wind), converted",57c71b25-4663-4fad-9167-7ce5be3e8268,natural resource|in air,MJ,,1.0
cumulative exergy demand,bc11e4a4caae488789a1fd2582fd2b8a,"primary forest|non-renewable energy resources, primary forest",189c8bf98aa64f319a10d0502704bd64,MJ-Eq,"Energy, gross calorific value, in biomass, primary forest",8842042d-7f07-45f8-bf43-fa83833d75de,natural resource|biotic,MJ,,1.05
